そう	ソー	ソウ	そう	副詞	*	*	*	*	*	O
第	ダイ	ダイ	第	接頭辞	*	*	*	*	*	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O
次	ジ	ジ	次	接尾辞	名詞的	助数詞	*	*	*	O
和解	ワカイ	ワカイ	和解	名詞	普通名詞	サ変可能	*	*	*	O
案	アン	アン	案	名詞	普通名詞	一般	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
提示	テージ	テイジ	提示	名詞	普通名詞	サ変可能	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
和解	ワカイ	ワカイ	和解	名詞	普通名詞	サ変可能	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
勧告	カンコク	カンコク	勧告	名詞	普通名詞	サ変可能	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

分裂	ブンレツ	ブンレツ	分裂	名詞	普通名詞	サ変可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
危機	キキ	キキ	危機	名詞	普通名詞	一般	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-FAM
いい	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-FAM
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
社会	シャカイ	シャカイ	社会	名詞	普通名詞	一般	*	*	*	O
党	トー	トウ	党	接尾辞	名詞的	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
なん	ナン	ナニ	何	代名詞	*	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
なく	ナク	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連用形-一般	O
はしゃい	ハシャイ	ハシャグ	燥ぐ	動詞	一般	*	*	五段-ガ行	連用形-イ音便	O
で	デ	テ	て	助詞	接続助詞	*	*	*	*	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O
見える	ミエル	ミエル	見える	動詞	一般	*	*	下一段-ア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
先	サキ	サキ	先	名詞	普通名詞	副詞可能	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	O
よう	ヨー	ヨウ	様	形状詞	助動詞語幹	*	*	*	*	O
に	ニ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-ニ	O
読める	ヨメル	ヨム	読む	動詞	一般	*	*	下一段-マ行	終止形-一般	O
から	カラ	カラ	から	助詞	接続助詞	*	*	*	*	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	O
。	*	*	。	補助記号	句点	*	*	*	*	O

「	*	*	「	補助記号	括弧開	*	*	*	*	O
すみ	スミ	スム	済む	動詞	一般	*	*	五段-マ行	連用形-一般	O
ませ	マセ	マス	ます	助動詞	*	*	*	助動詞-マス	未然形-一般	O
ん	ン	ズ	ず	助動詞	*	*	*	助動詞-ヌ	終止形-撥音便	O
、	*	*	、	補助記号	読点	*	*	*	*	O
ありがとう	アリガトー	アリガトウ	有り難う	感動詞	一般	*	*	*	*	O
ござい	ゴザイ	ゴザル	御座る	動詞	非自立可能	*	*	五段-ラ行	連用形-イ音便	O
ます	マス	マス	ます	助動詞	*	*	*	助動詞-マス	終止形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-C
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-C
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-C
、	*	*	、	補助記号	読点	*	*	*	*	O
感動	カンドー	カンドウ	感動	名詞	普通名詞	サ変可能	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
わけ	ワケ	ワケ	訳	名詞	普通名詞	一般	*	*	*	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

「	*	*	「	補助記号	括弧開	*	*	*	*	O
いつ	イツ	イツ	何時	代名詞	*	*	*	*	*	O
まで	マデ	マデ	まで	助詞	副助詞	*	*	*	*	O
生き	イキ	イキル	生きる	動詞	一般	*	*	上一段-カ行	未然形-一般	O
られる	ラレル	ラレル	られる	助動詞	*	*	*	助動詞-レル	終止形-一般	O
か	カ	カ	か	助詞	終助詞	*	*	*	*	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
寺谷	テラタニ	テラタニ	テラタニ	名詞	固有名詞	人名	姓	*	*	O
さん	サン	サン	さん	接尾辞	名詞的	一般	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-FAM
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-FAM
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
不惑	フワク	フワク	不惑	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
年	トシ	トシ	年	名詞	普通名詞	副詞可能	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
迎え	ムカエ	ムカエル	迎える	動詞	一般	*	*	下一段-ア行	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
被害	ヒガイ	ヒガイ	被害	名詞	普通名詞	一般	*	*	*	O
者	シャ	シャ	者	接尾辞	名詞的	一般	*	*	*	O
たち	タチ	タチ	達	接尾辞	名詞的	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
生き	イキ	イキル	生きる	動詞	一般	*	*	上一段-カ行	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
あかし	アカシ	アカシ	証し	名詞	普通名詞	一般	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
刻もう	キザモー	キザム	刻む	動詞	一般	*	*	五段-マ行	意志推量形	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

「	*	*	「	補助記号	括弧開	*	*	*	*	O
『	*	*	『	補助記号	括弧開	*	*	*	*	O
安全	アンゼン	アンゼン	安全	名詞	普通名詞	形状詞可能	*	*	*	O
』	*	*	』	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-FAM
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-FAM
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
実	ジツ	ジツ	実	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
奇形	キケー	キケイ	奇形	名詞	普通名詞	一般	*	*	*	O
児	ジ	ジ	児	接尾辞	名詞的	一般	*	*	*	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	O
精神	セーシン	セイシン	精神	名詞	普通名詞	一般	*	*	*	O
障害	ショーガイ	ショウガイ	障害	名詞	普通名詞	サ変可能	*	*	*	O
など	ナド	ナド	など	助詞	副助詞	*	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
被害	ヒガイ	ヒガイ	被害	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
出	デ	デル	出る	動詞	一般	*	*	下一段-ダ行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

「	*	*	「	補助記号	括弧開	*	*	*	*	O
自分	ジブン	ジブン	自分	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
面白い	オモシロイ	オモシロイ	面白い	形容詞	一般	*	*	形容詞	終止形-一般	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
思っ	オモッ	オモウ	思う	動詞	一般	*	*	五段-ワア行	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	連体形-一般	O
番組	バングミ	バングミ	番組	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
大抵	タイテー	タイテイ	大抵	副詞	*	*	*	*	*	O
３	サン	サン	三	名詞	数詞	*	*	*	*	O
カ月	カゲツ	カゲツ	箇月	名詞	普通名詞	助数詞可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
終わっ	オワッ	オワル	終わる	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
しまう	シマウ	シマウ	仕舞う	動詞	非自立可能	*	*	五段-ワア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O
、	*	*	、	補助記号	読点	*	*	*	*	O
私	ワタクシ	ワタクシ	私-代名詞	代名詞	*	*	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
力	チカラ	チカラ	力	名詞	普通名詞	一般	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
続い	ツズイ	ツヅク	続く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連体形-一般	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	O
だけ	ダケ	ダケ	だけ	助詞	副助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
確か	タシカ	タシカ	確か	形状詞	一般	*	*	*	*	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-FAM
言い	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-FAM
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-FAM
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
目元	メモト	メモト	目元	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
ニッコリ	ニッコリ	ニッコリ	にっこり	副詞	*	*	*	*	*	O
。	*	*	。	補助記号	句点	*	*	*	*	O

だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
家計	カケー	カケイ	家計	名詞	普通名詞	一般	*	*	*	O
部門	ブモン	ブモン	部門	名詞	普通名詞	一般	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	B-FAM
いい	イー	イウ	言う	動詞	一般	*	*	五段-ワア行	連用形-一般	I-FAM
ながら	ナガラ	ナガラ	ながら	助詞	接続助詞	*	*	*	*	I-FAM
、	*	*	、	補助記号	読点	*	*	*	*	O
この	コノ	コノ	此の	連体詞	*	*	*	*	*	O
数字	スージ	スウジ	数字	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
個人	コジン	コジン	個人	名詞	普通名詞	一般	*	*	*	O
企業	キギョー	キギョウ	企業	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
含ま	フクマ	フクム	含む	動詞	一般	*	*	五段-マ行	未然形-一般	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

文章	ブンショー	ブンショウ	文章	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
訓練	クンレン	クンレン	訓練	名詞	普通名詞	サ変可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
商売	ショーバイ	ショウバイ	商売	名詞	普通名詞	サ変可能	*	*	*	O
じゃ	ジャ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-融合	B-FAM
ない	ナイ	ナイ	無い	形容詞	非自立可能	*	*	形容詞	連体形-一般	O
ん	ン	ノ	の	助詞	準体助詞	*	*	*	*	O
だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O
もの	モノ	モノ	もの	助詞	終助詞	*	*	*	*	O
ね	ネ	ネ	ね	助詞	終助詞	*	*	*	*	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O

ロシア	ロシア	ロシア	ロシア-Rossiya	名詞	固有名詞	地名	国	*	*	O
軍	グン	グン	軍	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
チェチェン	チェチェン	チェチェン	チェチェン-Chechen	名詞	固有名詞	地名	国	*	*	O
共和	キョーワ	キョウワ	共和	名詞	普通名詞	一般	*	*	*	O
国	コク	コク	国	接尾辞	名詞的	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
軍事	グンジ	グンジ	軍事	名詞	普通名詞	一般	*	*	*	O
介入	カイニュー	カイニュウ	介入	名詞	普通名詞	サ変可能	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
、	*	*	、	補助記号	読点	*	*	*	*	O
首都	シュト	シュト	首都	名詞	普通名詞	一般	*	*	*	O
グロズヌイ	グロズヌイ	グロズヌイ	グロズヌイ	名詞	固有名詞	地名	一般	*	*	O
近郊	キンコー	キンコウ	近郊	名詞	普通名詞	一般	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
「	*	*	「	補助記号	括弧開	*	*	*	*	O
激戦	ゲキセン	ゲキセン	激戦	名詞	普通名詞	サ変可能	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
続き	ツズキ	ツヅク	続く	動詞	非自立可能	*	*	五段-カ行	連用形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
チェチェン	チェチェン	チェチェン	チェチェン-Chechen	名詞	固有名詞	地名	国	*	*	O
側	ガワ	ガワ	側	名詞	普通名詞	一般	*	*	*	O
部隊	ブタイ	ブタイ	部隊	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
激しい	ハゲシー	ハゲシイ	激しい	形容詞	一般	*	*	形容詞	連体形-一般	O
「	*	*	「	補助記号	括弧開	*	*	*	*	O
抵抗	テーコー	テイコウ	抵抗	名詞	普通名詞	サ変可能	*	*	*	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-C
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	I-C
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

金権	キンケン	キンケン	金権	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
言わ	イワ	イウ	言う	動詞	一般	*	*	五段-ワア行	未然形-一般	O
れる	レル	レル	れる	助動詞	*	*	*	助動詞-レル	連体形-一般	O
政治	セージ	セイジ	政治	名詞	普通名詞	一般	*	*	*	O
状況	ジョーキョー	ジョウキョウ	状況	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-FAM
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	I-FAM
て	テ	テ	て	助詞	接続助詞	*	*	*	*	I-FAM
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
カネ	カネ	カネ	金	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
流れ	ナガレ	ナガレ	流れ	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
把握	ハアク	ハアク	把握	名詞	普通名詞	サ変可能	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
欠かせ	カカセ	カカス	欠かす	動詞	一般	*	*	下一段-サ行	未然形-一般	O
ない	ナイ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

だ	ダ	ダ	だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
十	ジュー	ジュウ	十	名詞	数詞	*	*	*	*	O
九	キュー	キュウ	九	名詞	数詞	*	*	*	*	O
世紀	セーキ	セイキ	世紀	名詞	普通名詞	一般	*	*	*	O
後半	コーハン	コウハン	後半	名詞	普通名詞	副詞可能	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
市民	シミン	シミン	市民	名詞	普通名詞	一般	*	*	*	O
社会	シャカイ	シャカイ	社会	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-FAM
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	I-FAM
て	テ	テ	て	助詞	接続助詞	*	*	*	*	I-FAM
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
女性	ジョセー	ジョセイ	女性	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
教養	キョーヨー	キョウヨウ	教養	名詞	普通名詞	一般	*	*	*	O
や	ヤ	ヤ	や	助詞	副助詞	*	*	*	*	O
趣味	シュミ	シュミ	趣味	名詞	普通名詞	一般	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
域	イキ	イキ	域	名詞	普通名詞	一般	*	*	*	O
を	オ	ヲ	を	助詞	格助詞	*	*	*	*	O
超え	コエ	コエル	越える	動詞	一般	*	*	下一段-ア行	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
画家	ガカ	ガカ	画家	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
なる	ナル	ナル	成る	動詞	非自立可能	*	*	五段-ラ行	連体形-一般	O
こと	コト	コト	事	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
まだまだ	マダマダ	マダマダ	未だ未だ	副詞	*	*	*	*	*	O
強い	ツヨイ	ツヨイ	強い	形容詞	一般	*	*	形容詞	連体形-一般	O
抵抗	テーコー	テイコウ	抵抗	名詞	普通名詞	サ変可能	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

資料	シリョー	シリョウ	資料	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
トラック	トラック	トラック	トラック-truck	名詞	普通名詞	一般	*	*	*	O
何	ナン	ナン	何	名詞	数詞	*	*	*	*	O
台	ダイ	ダイ	台	名詞	普通名詞	助数詞可能	*	*	*	O
分	ブン	ブン	分	名詞	普通名詞	副詞可能	*	*	*	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
倉庫	ソーコ	ソウコ	倉庫	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-C
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	I-C
、	*	*	、	補助記号	読点	*	*	*	*	O
今	イマ	イマ	今	名詞	普通名詞	副詞可能	*	*	*	O
お	オ	オ	御	接頭辞	*	*	*	*	*	O
見せ	ミセ	ミセル	見せる	動詞	非自立可能	*	*	下一段-サ行	連用形-一般	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
まだ	マダ	マダ	未だ	副詞	*	*	*	*	*	O
ほんの	ホンノ	ホンノ	本の	連体詞	*	*	*	*	*	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O
部分	ブブン	ブブン	部分	名詞	普通名詞	一般	*	*	*	O
な	ナ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連体形-一般	O
ん	ン	ノ	の	助詞	準体助詞	*	*	*	*	O
です	デス	デス	です	助動詞	*	*	*	助動詞-デス	終止形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O

「	*	*	「	補助記号	括弧開	*	*	*	*	O
個人	コジン	コジン	個人	名詞	普通名詞	一般	*	*	*	O
投資	トーシ	トウシ	投資	名詞	普通名詞	サ変可能	*	*	*	O
家	カ	カ	家	接尾辞	名詞的	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
バブル	バブル	バブル	バブル-bubble	名詞	普通名詞	一般	*	*	*	O
崩壊	ホーカイ	ホウカイ	崩壊	名詞	普通名詞	サ変可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
痛い	イタイ	イタイ	痛い	形容詞	一般	*	*	形容詞	連体形-一般	O
目	メ	メ	目	名詞	普通名詞	一般	*	*	*	O
に	ニ	ニ	に	助詞	格助詞	*	*	*	*	B-C
あっ	アッ	アル	有る	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	I-C
て	テ	テ	て	助詞	接続助詞	*	*	*	*	I-C
いる	イル	イル	居る	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	O
の	ノ	ノ	の	助詞	準体助詞	*	*	*	*	O
で	デ	ダ	だ	助動詞	*	*	*	助動詞-ダ	連用形-一般	O
、	*	*	、	補助記号	読点	*	*	*	*	O
株価	カブカ	カブカ	株価	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
上昇	ジョーショー	ジョウショウ	上昇	名詞	普通名詞	サ変可能	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
も	モ	モ	も	助詞	係助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
警戒	ケーカイ	ケイカイ	警戒	名詞	普通名詞	サ変可能	*	*	*	O
し	シ	スル	為る	動詞	非自立可能	*	*	サ行変格	連用形-一般	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
戻ら	モドラ	モドル	戻る	動詞	一般	*	*	五段-ラ行	未然形-一般	O
なかっ	ナカッ	ナイ	ない	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
が	ガ	ガ	が	助詞	接続助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
ここ	ココ	ココ	此処	代名詞	*	*	*	*	*	O
一	イチ	イチ	一	名詞	数詞	*	*	*	*	O
—	*	*	—	補助記号	一般	*	*	*	*	O
二	ニ	ニ	二	名詞	数詞	*	*	*	*	O
週間	シューカン	シュウカン	週間	名詞	普通名詞	助数詞可能	*	*	*	O
で	デ	デ	で	助詞	格助詞	*	*	*	*	O
、	*	*	、	補助記号	読点	*	*	*	*	O
やっと	ヤット	ヤット	漸と	副詞	*	*	*	*	*	O
勢い	イキオイ	イキオイ	勢い	名詞	普通名詞	一般	*	*	*	O
が	ガ	ガ	が	助詞	格助詞	*	*	*	*	O
つい	ツイ	ツク	付く	動詞	非自立可能	*	*	五段-カ行	連用形-イ音便	O
て	テ	テ	て	助詞	接続助詞	*	*	*	*	O
き	キ	クル	来る	動詞	非自立可能	*	*	カ行変格	連用形-一般	O
た	タ	タ	た	助動詞	*	*	*	助動詞-タ	終止形-一般	O
」	*	*	」	補助記号	括弧閉	*	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
大手	オーテ	オオテ	大手	名詞	普通名詞	一般	*	*	*	O
証券	ショーケン	ショウケン	証券	名詞	普通名詞	一般	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
と	ト	ト	と	助詞	格助詞	*	*	*	*	O
いう	イウ	イウ	言う	動詞	一般	*	*	五段-ワア行	終止形-一般	O
。	*	*	。	補助記号	句点	*	*	*	*	O

愛姫	アイキ	アイキ	愛姫	名詞	普通名詞	一般	*	*	*	O
は	ワ	ハ	は	助詞	係助詞	*	*	*	*	O
三春	ミハル	ミハル	ミハル	名詞	固有名詞	地名	一般	*	*	O
城	ジョー	ジョウ	城	接尾辞	名詞的	一般	*	*	*	O
（	*	*	（	補助記号	括弧開	*	*	*	*	O
福島	フクシマ	フクシマ	フクシマ	名詞	固有名詞	地名	一般	*	*	O
県	ケン	ケン	県	名詞	普通名詞	一般	*	*	*	O
三春	ミハル	ミハル	ミハル	名詞	固有名詞	地名	一般	*	*	O
町	チョー	チョウ	町	名詞	普通名詞	助数詞可能	*	*	*	O
）	*	*	）	補助記号	括弧閉	*	*	*	*	O
の	ノ	ノ	の	助詞	格助詞	*	*	*	*	O
